query_id	query_length	subject_id	subject_title	subject_length	align_length	identities	pct_identity	query_coverage	subject_coverage	evalue	bitscore
RL_seq_22	7063	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5665	5650	99.74	80.21	69.2	0.0	10368.2
RL_seq_22	7063	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5665	5650	99.74	80.21	70.91	0.0	10368.2
RL_seq_23	7902	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5525	5510	99.73	69.92	56.18	0.0	10109.7
RL_seq_23	7902	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5525	5510	99.73	69.92	67.91	0.0	10109.7
RL_seq_23	7902	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5525	5510	99.73	69.92	69.08	0.0	10109.7
RL_seq_23	7902	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5525	5510	99.73	69.92	67.49	0.0	10109.7
RL_seq_23	7902	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5525	5510	99.73	69.92	69.16	0.0	10109.7
RL_seq_24	7130	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5651	5636	99.73	79.26	57.46	0.0	10340.5
RL_seq_24	7130	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5651	5636	99.73	79.26	69.46	0.0	10340.5
RL_seq_24	7130	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5651	5636	99.73	79.26	70.66	0.0	10340.5
RL_seq_24	7130	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5651	5636	99.73	79.26	69.02	0.0	10340.5
RL_seq_24	7130	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5651	5636	99.73	79.26	70.73	0.0	10340.5
